Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.840526819229126;-53.286388397216797
6000499;-52.891952514648438;-96.756637573242188
12000498;-65.502029418945313;-89.893753051757813
18000497;-59.744499206542969;-97.844467163085938
24000496;-45.831146240234375;-92.719169616699219
30000495;-67.957176208496094;-96.958320617675781
36000494;-64.577980041503906;-98.050765991210938
42000493;-21.680299758911133;-95.557586669921875
48000492;-61.434680938720703;-92.531036376953125
54000491;-67.753578186035156;-99.748039245605469
60000490;-70.358657836914063;-95.844329833984375
66000489;-70.234809875488281;-97.273712158203125
72000488;-70.675727844238281;-99.483596801757812
78000487;-70.045555114746094;-98.10235595703125
84000486;-47.172313690185547;-91.699142456054687
90000485;-42.424396514892578;-81.4144287109375
96000484;-32.575603485107422;-55.547332763671875
102000483;-36.639892578125;-68.026100158691406
108000482;-44.129959106445313;-91.416481018066406
114000481;-66.156646728515625;-96.256752014160156
120000480;-70.398368835449219;-107.521484375
126000479;-69.840240478515625;-101.40287017822266
132000478;-66.993194580078125;-98.830047607421875
138000477;-66.300773620605469;-100.58594512939453
144000476;-63.4693603515625;-92.630966186523438
150000475;-71.4078369140625;-101.56121063232422
156000474;-69.43817138671875;-96.317001342773438
162000473;-67.916969299316406;-109.00599670410156
168000472;-61.339405059814453;-85.680450439453125
174000471;-60.352779388427734;-96.264724731445313
180000470;-46.964111328125;-86.613624572753906
186000469;-38.112659454345703;-78.061248779296875
192000468;-35.766696929931641;-63.192890167236328
198000467;-57.307956695556641;-100.16763305664062
204000466;-70.7496337890625;-99.55316162109375
210000465;-69.571929931640625;-112.99326324462891
216000464;-69.251663208007812;-91.33624267578125
222000463;-66.558815002441406;-95.148147583007813
228000462;-67.360023498535156;-98.524192810058594
234000461;-55.022163391113281;-116.04959869384766
240000460;-65.941719055175781;-99.850944519042969
246000459;-63.830760955810547;-108.7103271484375
252000458;-69.045639038085938;-95.011177062988281
258000457;-60.551799774169922;-106.03000640869141
264000456;-70.6934814453125;-100.54668426513672
270000455;-70.308082580566406;-98.694549560546875
276000454;-70.417854309082031;-96.624229431152344
282000453;-70.94390869140625;-113.95625305175781
288000452;-69.422653198242187;-97.480964660644531
294000451;-67.636856079101563;-101.40496063232422
300000450;-66.865814208984375;-104.17805480957031
306000449;-64.097633361816406;-97.07745361328125
312000448;-66.57440185546875;-100.62428283691406
318000447;-68.081871032714844;-120.39904022216797
324000446;-69.798492431640625;-100.53091430664062
330000445;-66.998741149902344;-96.059051513671875
336000444;-71.011878967285156;-96.794853210449219
342000443;-67.199813842773437;-111.46390533447266
348000442;-67.202056884765625;-99.165672302246094
354000441;-67.178924560546875;-101.33347320556641
360000440;-56.768634796142578;-89.4356689453125
366000439;-51.87091064453125;-92.864768981933594
372000438;-57.400478363037109;-94.74053955078125
378000437;-68.110084533691406;-100.43650054931641
384000436;-52.450321197509766;-92.11370849609375
390000435;-45.244415283203125;-80.07855224609375
396000434;-62.908271789550781;-106.26634216308594
402000433;-67.915473937988281;-103.59341430664062
408000432;-68.352195739746094;-94.361824035644531
414000431;-50.868515014648437;-95.70867919921875
420000430;-44.151195526123047;-70.324859619140625
426000429;-52.562496185302734;-81.302383422851562
432000428;-56.927093505859375;-97.890472412109375
438000427;-65.911476135253906;-96.235679626464844
444000426;-71.648818969726563;-109.83097839355469
450000425;-69.218612670898438;-106.17412567138672
456000424;-56.581634521484375;-94.913055419921875
462000423;-55.865146636962891;-100.0198974609375
468000422;-56.650466918945312;-100.72780609130859
474000421;-71.165931701660156;-95.997406005859375
480000420;-69.759750366210938;-99.474617004394531
486000419;-70.569229125976563;-102.41184234619141
492000418;-69.302047729492188;-107.64701080322266
498000417;-67.865478515625;-95.916908264160156
504000416;-66.531288146972656;-100.17574310302734
510000415;-67.861404418945313;-102.11276245117187
516000414;-43.939891815185547;-94.168197631835938
522000413;-40.561779022216797;-76.312019348144531
528000412;-54.536376953125;-92.770652770996094
534000411;-72.08221435546875;-99.656875610351562
540000410;-71.010566711425781;-109.02445220947266
546000409;-68.290718078613281;-97.6802978515625
552000408;-69.835708618164062;-98.837738037109375
558000407;-66.433975219726563;-97.707565307617187
564000406;-70.390769958496094;-114.39073944091797
570000405;-46.207504272460938;-93.42315673828125
576000404;-40.947544097900391;-69.059913635253906
582000403;-43.235698699951172;-90.999992370605469
588000402;-70.483894348144531;-97.031044006347656
594000401;-68.917739868164063;-103.01811981201172
600000400;-70.946784973144531;-101.05699920654297
606000399;-70.500816345214844;-95.942550659179688
612000398;-69.517196655273438;-98.024978637695313
618000397;-70.242141723632812;-98.963783264160156
624000396;-69.249320983886719;-103.93767547607422
630000395;-68.576522827148438;-98.738029479980469
636000394;-68.861701965332031;-94.250892639160156
642000393;-68.870590209960938;-100.19882202148437
648000392;-71.660308837890625;-104.14452362060547
654000391;-72.489051818847656;-99.134223937988281
660000390;-68.425765991210937;-111.33977508544922
666000389;-71.679153442382812;-94.137107849121094
672000388;-71.773818969726562;-98.7137451171875
678000387;-70.607292175292969;-106.63828277587891
684000386;-63.583038330078125;-96.797340393066406
690000385;-63.835365295410156;-97.102569580078125
696000384;-69.695724487304688;-109.01988220214844
702000383;-71.926773071289063;-100.26383972167969
708000382;-72.80633544921875;-107.17166137695312
714000381;-72.575981140136719;-100.49305725097656
720000380;-63.723499298095703;-96.516792297363281
726000379;-48.506870269775391;-73.43121337890625
732000378;-49.607830047607422;-84.473388671875
738000377;-67.311813354492188;-101.20519256591797
744000376;-71.571861267089844;-108.59854125976562
750000375;-72.351959228515625;-99.953987121582031
756000374;-69.797462463378906;-103.73796081542969
762000373;-66.780868530273437;-93.7857666015625
768000372;-63.394874572753906;-96.507858276367188
774000371;-67.137542724609375;-96.175491333007812
780000370;-68.911506652832031;-92.329032897949219
786000369;-67.078895568847656;-97.211433410644531
792000368;-55.302677154541016;-87.705574035644531
798000367;-53.550449371337891;-85.9344482421875
804000366;-61.262886047363281;-88.614913940429688
810000365;-66.089996337890625;-100.79074859619141
816000364;-62.624858856201172;-92.429489135742188
822000363;-67.2000732421875;-101.52175903320312
828000362;-71.692726135253906;-98.225852966308594
834000361;-71.604911804199219;-99.883262634277344
840000360;-70.411270141601563;-97.688758850097656
846000359;-70.980697631835938;-100.91728973388672
852000358;-71.76898193359375;-97.779983520507813
858000357;-69.737388610839844;-95.377212524414063
864000356;-71.10614013671875;-104.22547149658203
870000355;-68.484077453613281;-101.63372802734375
876000354;-65.149711608886719;-97.613685607910156
882000353;-70.946090698242188;-117.3531494140625
888000352;-72.456962585449219;-100.70734405517578
894000351;-73.062171936035156;-99.152214050292969
900000350;-71.479598999023438;-98.865974426269531
906000349;-71.932090759277344;-95.753471374511719
912000348;-70.021385192871094;-100.76892852783203
918000347;-71.621597290039063;-93.84539794921875
924000346;-63.867771148681641;-92.689163208007812
930000345;-61.857906341552734;-102.32765960693359
936000344;-31.494655609130859;-72.950668334960937
