Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.8435502052307129;-52.086620330810547
6000499;-53.594406127929687;-98.2799072265625
12000498;-65.632240295410156;-105.31539154052734
18000497;-66.975784301757813;-99.125068664550781
24000496;-63.601978302001953;-106.71406555175781
30000495;-68.822860717773438;-96.919891357421875
36000494;-65.974876403808594;-93.894874572753906
42000493;-60.907478332519531;-94.270805358886719
48000492;-58.284481048583984;-97.079368591308594
54000491;-59.139957427978516;-113.83321380615234
60000490;-71.812667846679688;-104.97140502929687
66000489;-70.006866455078125;-108.01249694824219
72000488;-58.436687469482422;-101.05826568603516
78000487;-57.968524932861328;-97.923309326171875
84000486;-47.401660919189453;-99.807929992675781
90000485;-43.165126800537109;-67.797760009765625
96000484;-33.220455169677734;-79.532974243164063
102000483;-35.872936248779297;-62.265193939208984
108000482;-45.517105102539063;-92.780647277832031
114000481;-69.928176879882812;-97.498908996582031
120000480;-70.523056030273438;-111.30398559570312
126000479;-56.813251495361328;-105.92253112792969
132000478;-70.929405212402344;-101.70758819580078
138000477;-68.108604431152344;-93.212265014648438
144000476;-65.768203735351563;-96.689567565917969
150000475;-63.296745300292969;-102.85482788085937
156000474;-67.228157043457031;-92.2564697265625
162000473;-68.412376403808594;-96.545562744140625
168000472;-63.414554595947266;-83.740745544433594
174000471;-45.919784545898438;-97.535781860351563
180000470;-46.255191802978516;-85.690826416015625
186000469;-37.320102691650391;-71.281013488769531
192000468;-37.979690551757813;-70.208229064941406
198000467;-62.849147796630859;-100.36585235595703
204000466;-65.986442565917969;-109.14525604248047
210000465;-71.423599243164063;-118.2218017578125
216000464;-71.05908203125;-105.69415283203125
222000463;-67.279495239257813;-99.777488708496094
228000462;-68.610435485839844;-97.008674621582031
234000461;-67.348808288574219;-101.5718994140625
240000460;-67.994331359863281;-95.981727600097656
246000459;-66.339653015136719;-95.514839172363281
252000458;-68.785148620605469;-98.250389099121094
258000457;-71.068214416503906;-98.416168212890625
264000456;-70.428062438964844;-101.01438140869141
270000455;-70.328865051269531;-116.03153991699219
276000454;-71.239791870117187;-96.540390014648438
282000453;-70.356742858886719;-98.647262573242188
288000452;-68.930335998535156;-101.02735137939453
294000451;-67.629432678222656;-97.964546203613281
300000450;-68.016639709472656;-90.105537414550781
306000449;-68.915802001953125;-95.075492858886719
312000448;-68.722633361816406;-98.555183410644531
318000447;-68.656982421875;-96.269180297851563
324000446;-70.716064453125;-96.914543151855469
330000445;-67.094825744628906;-95.21014404296875
336000444;-69.427497863769531;-100.94004821777344
342000443;-69.978065490722656;-118.80266571044922
348000442;-68.595115661621094;-102.66022491455078
354000441;-67.680641174316406;-93.527397155761719
360000440;-56.428680419921875;-89.997894287109375
366000439;-52.2528076171875;-98.115577697753906
372000438;-64.2225341796875;-96.259414672851562
378000437;-63.076267242431641;-92.298194885253906
384000436;-55.365909576416016;-99.968360900878906
390000435;-45.581577301025391;-72.316352844238281
396000434;-60.789455413818359;-94.032424926757813
402000433;-70.049690246582031;-104.74082946777344
408000432;-67.235862731933594;-107.16040802001953
414000431;-50.028213500976563;-97.886253356933594
420000430;-42.307987213134766;-73.264686584472656
426000429;-51.433040618896484;-86.504837036132813
432000428;-57.980720520019531;-95.992240905761719
438000427;-68.320144653320313;-98.819847106933594
444000426;-69.111824035644531;-106.89640045166016
450000425;-69.630104064941406;-110.50141143798828
456000424;-51.456962585449219;-90.114761352539063
462000423;-48.749038696289063;-90.008567810058594
468000422;-56.626434326171875;-92.269340515136719
474000421;-69.566230773925781;-103.43189239501953
480000420;-69.356330871582031;-114.35047149658203
486000419;-72.792152404785156;-102.31885528564453
492000418;-69.382339477539063;-97.430000305175781
498000417;-65.827529907226563;-94.062400817871094
504000416;-70.834129333496094;-95.622230529785156
510000415;-67.591033935546875;-106.12349700927734
516000414;-43.328395843505859;-78.169456481933594
522000413;-41.019878387451172;-85.196670532226563
528000412;-56.181781768798828;-106.08255004882812
534000411;-69.677696228027344;-106.69408416748047
540000410;-69.944435119628906;-101.62446594238281
546000409;-70.879142761230469;-96.133041381835938
552000408;-69.798736572265625;-97.641471862792969
558000407;-69.401870727539062;-99.694747924804687
564000406;-67.217369079589844;-98.231582641601563
570000405;-48.660865783691406;-110.57514953613281
576000404;-39.95751953125;-67.457466125488281
582000403;-42.009273529052734;-93.8343505859375
588000402;-70.72064208984375;-108.78428649902344
594000401;-70.132377624511719;-100.16838073730469
600000400;-70.203811645507813;-102.95365142822266
606000399;-70.312995910644531;-102.77336883544922
612000398;-71.197196960449219;-105.54091644287109
618000397;-71.164787292480469;-95.989036560058594
624000396;-69.922447204589844;-109.9530029296875
630000395;-72.149749755859375;-98.834236145019531
636000394;-71.940574645996094;-100.17866516113281
642000393;-71.541404724121094;-102.28730010986328
648000392;-70.452461242675781;-96.288772583007813
654000391;-71.274070739746094;-108.20240783691406
660000390;-72.255477905273438;-98.109870910644531
666000389;-70.944862365722656;-104.10331726074219
672000388;-71.643623352050781;-105.70280456542969
678000387;-70.943687438964844;-101.57997894287109
684000386;-63.033424377441406;-103.67122650146484
690000385;-65.072608947753906;-107.85345458984375
696000384;-69.336959838867188;-97.505416870117188
702000383;-71.430000305175781;-100.65316772460937
708000382;-70.714256286621094;-99.211341857910156
714000381;-70.466682434082031;-108.16385650634766
720000380;-63.1552734375;-99.290664672851562
726000379;-50.434467315673828;-80.928741455078125
732000378;-52.219715118408203;-90.868499755859375
738000377;-70.466712951660156;-106.62422180175781
744000376;-71.746810913085938;-103.14627838134766
750000375;-71.533721923828125;-97.460159301757813
756000374;-70.932121276855469;-100.25186920166016
762000373;-69.446388244628906;-103.90819549560547
768000372;-64.6595458984375;-91.997879028320313
774000371;-67.484237670898437;-98.933860778808594
780000370;-69.504135131835938;-102.66667938232422
786000369;-66.646736145019531;-95.242912292480469
792000368;-44.253242492675781;-87.946464538574219
798000367;-47.951427459716797;-84.314529418945313
804000366;-53.264034271240234;-96.352272033691406
810000365;-55.428890228271484;-94.122276306152344
816000364;-59.104900360107422;-96.242172241210937
822000363;-68.499336242675781;-92.91424560546875
828000362;-72.541358947753906;-107.74966430664062
834000361;-69.993202209472656;-96.861038208007813
840000360;-70.390151977539062;-100.88869476318359
846000359;-70.722908020019531;-104.64424133300781
852000358;-71.442726135253906;-96.396087646484375
858000357;-71.019859313964844;-97.428993225097656
864000356;-70.360267639160156;-98.386558532714844
870000355;-69.569892883300781;-94.53985595703125
876000354;-68.040092468261719;-99.070693969726563
882000353;-70.949790954589844;-96.02008056640625
888000352;-70.342445373535156;-108.31023406982422
894000351;-70.838676452636719;-100.51073455810547
900000350;-69.696945190429687;-107.97341156005859
906000349;-69.346870422363281;-99.24981689453125
912000348;-72.733810424804687;-106.27622222900391
918000347;-69.818405151367187;-114.94622802734375
924000346;-64.975433349609375;-95.684104919433594
930000345;-60.006553649902344;-105.526611328125
936000344;-34.15240478515625;-80.197929382324219
