Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.8422404527664185;-54.064056396484375
6000499;-54.247577667236328;-94.859909057617188
12000498;-66.408103942871094;-98.848419189453125
18000497;-64.8668212890625;-104.30919647216797
24000496;-65.559349060058594;-86.350921630859375
30000495;-66.360435485839844;-118.52835845947266
36000494;-64.663040161132812;-92.27252197265625
42000493;-57.734996795654297;-92.103713989257813
48000492;-63.445156097412109;-96.465988159179687
54000491;-66.914901733398438;-94.189414978027344
60000490;-63.345317840576172;-100.59207916259766
66000489;-72.270896911621094;-99.545173645019531
72000488;-68.597625732421875;-96.018730163574219
78000487;-67.551666259765625;-104.92587280273437
84000486;-46.832664489746094;-101.57196807861328
90000485;-41.672958374023438;-70.717552185058594
96000484;-32.69580078125;-60.259326934814453
102000483;-34.918018341064453;-77.090141296386719
108000482;-47.271656036376953;-97.787727355957031
114000481;-72.74896240234375;-114.15908813476562
120000480;-71.67474365234375;-108.1153564453125
126000479;-70.028327941894531;-96.111557006835938
132000478;-69.765724182128906;-96.952812194824219
138000477;-69.452301025390625;-98.345535278320313
144000476;-68.369697570800781;-96.147315979003906
150000475;-68.579605102539062;-101.255615234375
156000474;-64.315261840820313;-97.903999328613281
162000473;-69.188255310058594;-95.669448852539063
168000472;-62.776744842529297;-101.31969451904297
174000471;-62.18682861328125;-92.391105651855469
180000470;-43.682598114013672;-67.821662902832031
186000469;-36.876609802246094;-72.521621704101563
192000468;-35.715862274169922;-65.426521301269531
198000467;-55.980510711669922;-93.27099609375
204000466;-70.303276062011719;-109.16394805908203
210000465;-70.412391662597656;-101.89636993408203
216000464;-70.648460388183594;-97.832618713378906
222000463;-68.163932800292969;-88.820625305175781
228000462;-67.846534729003906;-101.02480316162109
234000461;-70.235984802246094;-103.62409973144531
240000460;-66.587722778320313;-103.32965087890625
246000459;-69.700698852539063;-124.76669311523437
252000458;-70.205451965332031;-90.830894470214844
258000457;-71.095100402832031;-94.847358703613281
264000456;-71.340301513671875;-101.44293975830078
270000455;-68.927894592285156;-103.23328399658203
276000454;-69.168411254882813;-103.30799102783203
282000453;-69.921554565429688;-98.064834594726563
288000452;-66.433074951171875;-104.93585968017578
294000451;-64.47833251953125;-103.31330871582031
300000450;-68.629844665527344;-97.613685607910156
306000449;-66.676719665527344;-98.070854187011719
312000448;-61.017829895019531;-100.84691619873047
318000447;-67.440399169921875;-104.05863189697266
324000446;-70.752883911132813;-103.1395263671875
330000445;-67.034675598144531;-91.950218200683594
336000444;-71.139404296875;-104.65302276611328
342000443;-69.069267272949219;-97.90118408203125
348000442;-69.488235473632813;-101.9754638671875
354000441;-68.99774169921875;-105.6644287109375
360000440;-56.760204315185547;-102.23093414306641
366000439;-52.328151702880859;-83.819770812988281
372000438;-66.522377014160156;-95.459831237792969
378000437;-68.936050415039063;-102.56541442871094
384000436;-55.763111114501953;-98.162933349609375
390000435;-51.739040374755859;-86.290458679199219
396000434;-69.013252258300781;-98.516044616699219
402000433;-66.805389404296875;-112.29729461669922
408000432;-69.87408447265625;-96.467475891113281
414000431;-48.946357727050781;-92.197189331054688
420000430;-45.068904876708984;-82.479133605957031
426000429;-51.726337432861328;-80.39581298828125
432000428;-57.816997528076172;-112.07703399658203
438000427;-68.787239074707031;-92.048408508300781
444000426;-70.860092163085938;-105.48065185546875
450000425;-68.909934997558594;-95.388893127441406
456000424;-58.284900665283203;-92.28509521484375
462000423;-55.845191955566406;-88.846839904785156
468000422;-55.896209716796875;-89.075965881347656
474000421;-70.742355346679688;-103.85341644287109
480000420;-70.696456909179687;-98.855255126953125
486000419;-70.677978515625;-99.954353332519531
492000418;-65.937492370605469;-105.66505432128906
498000417;-68.233047485351563;-99.0269775390625
504000416;-71.049163818359375;-91.156463623046875
510000415;-70.159370422363281;-101.77670288085937
516000414;-44.709175109863281;-86.01849365234375
522000413;-38.071121215820312;-70.367057800292969
528000412;-57.159370422363281;-94.461341857910156
534000411;-72.881607055664062;-97.305007934570313
540000410;-70.173484802246094;-109.10047912597656
546000409;-68.578269958496094;-100.79666137695312
552000408;-68.923866271972656;-97.143585205078125
558000407;-66.12469482421875;-91.554306030273438
564000406;-70.371086120605469;-98.972221374511719
570000405;-45.158363342285156;-92.931831359863281
576000404;-40.848800659179688;-63.219287872314453
582000403;-44.913589477539062;-96.583747863769531
588000402;-71.630088806152344;-100.1881103515625
594000401;-71.744949340820313;-95.967620849609375
600000400;-71.487480163574219;-97.350364685058594
606000399;-71.613792419433594;-94.279411315917969
612000398;-72.340599060058594;-101.24606323242187
618000397;-71.613822937011719;-95.909042358398438
624000396;-69.055671691894531;-100.36145782470703
630000395;-70.3529052734375;-97.882820129394531
636000394;-73.310188293457031;-110.37794494628906
642000393;-70.074333190917969;-100.51837921142578
648000392;-72.053459167480469;-103.00425720214844
654000391;-70.154373168945313;-109.06990814208984
660000390;-69.951629638671875;-99.43536376953125
666000389;-73.19091796875;-100.38359832763672
672000388;-71.871841430664063;-99.478431701660156
678000387;-70.63623046875;-105.77853393554687
684000386;-67.003311157226563;-99.903297424316406
690000385;-66.049858093261719;-93.523567199707031
696000384;-68.523727416992188;-101.97833251953125
702000383;-71.731338500976563;-105.24574279785156
708000382;-71.609527587890625;-106.05857849121094
714000381;-71.145309448242188;-121.751220703125
720000380;-62.437416076660156;-100.69795227050781
726000379;-49.984062194824219;-79.315155029296875
732000378;-47.733936309814453;-83.585578918457031
738000377;-70.165863037109375;-101.63605499267578
744000376;-70.420783996582031;-100.23941040039062
750000375;-72.295860290527344;-94.545387268066406
756000374;-70.454605102539062;-93.342247009277344
762000373;-65.758369445800781;-95.407638549804688
768000372;-61.807888031005859;-89.484344482421875
774000371;-67.107192993164063;-112.90743255615234
780000370;-71.681045532226562;-101.29148864746094
786000369;-68.736488342285156;-101.28434753417969
792000368;-64.627777099609375;-107.48506927490234
798000367;-65.324012756347656;-93.161346435546875
804000366;-63.996803283691406;-83.307426452636719
810000365;-67.237632751464844;-95.93603515625
816000364;-67.791252136230469;-90.077995300292969
822000363;-72.231597900390625;-100.17302703857422
828000362;-70.724563598632813;-105.45314025878906
834000361;-73.019874572753906;-108.69893646240234
840000360;-70.253463745117188;-95.411201477050781
846000359;-70.2869873046875;-99.843505859375
852000358;-71.530357360839844;-96.776924133300781
858000357;-70.824317932128906;-105.66640472412109
864000356;-69.20465087890625;-95.953323364257813
870000355;-68.597068786621094;-102.44175720214844
876000354;-67.683448791503906;-106.00922393798828
882000353;-72.579719543457031;-98.067985534667969
888000352;-70.937332153320313;-110.47019195556641
894000351;-72.269660949707031;-99.535011291503906
900000350;-69.970634460449219;-102.54739379882812
906000349;-70.012588500976562;-91.083770751953125
912000348;-68.401924133300781;-106.81988525390625
918000347;-70.868247985839844;-97.025596618652344
924000346;-65.96575927734375;-108.53327178955078
930000345;-61.01312255859375;-94.939338684082031
936000344;-31.627992630004883;-68.521644592285156
