Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.8455103635787964;-53.26190185546875
6000499;-52.599227905273438;-95.562385559082031
12000498;-66.180778503417969;-92.141746520996094
18000497;-60.590782165527344;-93.663612365722656
24000496;-45.727691650390625;-92.744544982910156
30000495;-66.8546142578125;-99.945442199707031
36000494;-67.40301513671875;-99.888587951660156
42000493;-63.926502227783203;-91.066368103027344
48000492;-64.268394470214844;-95.714111328125
54000491;-69.402061462402344;-109.82942199707031
60000490;-69.7994384765625;-98.177925109863281
66000489;-71.177162170410156;-93.993270874023438
72000488;-69.428352355957031;-102.78417205810547
78000487;-65.827560424804688;-111.89024353027344
84000486;-47.460643768310547;-91.103378295898437
90000485;-43.324817657470703;-78.431884765625
96000484;-32.931182861328125;-60.277755737304687
102000483;-35.969692230224609;-62.748985290527344
108000482;-44.772617340087891;-87.756027221679688
114000481;-67.354057312011719;-100.1732177734375
120000480;-68.229408264160156;-95.41070556640625
126000479;-68.801620483398437;-102.32550811767578
132000478;-69.10589599609375;-111.87759399414062
138000477;-71.846389770507813;-98.823089599609375
144000476;-70.179756164550781;-98.246131896972656
150000475;-70.121124267578125;-99.934173583984375
156000474;-68.2237548828125;-94.344345092773438
162000473;-64.695808410644531;-99.361213684082031
168000472;-47.351833343505859;-97.749053955078125
174000471;-64.661911010742187;-93.141853332519531
180000470;-49.403465270996094;-80.360580444335938
186000469;-38.827686309814453;-76.204185485839844
192000468;-36.972404479980469;-74.629791259765625
198000467;-62.791805267333984;-103.84699249267578
204000466;-67.09893798828125;-99.296951293945313
210000465;-70.898086547851562;-95.143173217773438
216000464;-61.92822265625;-98.135063171386719
222000463;-67.889297485351563;-90.077583312988281
228000462;-69.095924377441406;-104.99060821533203
234000461;-69.667778015136719;-99.839195251464844
240000460;-67.933128356933594;-98.034019470214844
246000459;-65.997398376464844;-96.255073547363281
252000458;-66.575401306152344;-104.3863525390625
258000457;-69.933113098144531;-101.55264282226562
264000456;-70.737411499023438;-106.16986083984375
270000455;-70.880149841308594;-112.77571105957031
276000454;-69.802925109863281;-114.18216705322266
282000453;-68.651565551757813;-103.64855194091797
288000452;-67.015022277832031;-97.449127197265625
294000451;-66.995559692382812;-99.9417724609375
300000450;-65.825057983398438;-95.209098815917969
306000449;-66.876205444335938;-102.69356536865234
312000448;-57.814937591552734;-108.22708129882812
318000447;-69.978668212890625;-106.89617919921875
324000446;-67.781265258789062;-103.66877746582031
330000445;-68.31494140625;-101.49658966064453
336000444;-69.127784729003906;-96.875732421875
342000443;-69.582298278808594;-95.307998657226563
348000442;-69.263862609863281;-95.467597961425781
354000441;-67.841423034667969;-103.53813171386719
360000440;-55.919246673583984;-90.286697387695313
366000439;-51.818180084228516;-84.604927062988281
372000438;-68.166770935058594;-98.694282531738281
378000437;-68.186088562011719;-95.62445068359375
384000436;-55.251190185546875;-105.5882568359375
390000435;-47.601715087890625;-70.232498168945312
396000434;-62.303127288818359;-104.05951690673828
402000433;-68.901199340820313;-101.55850982666016
408000432;-68.413795471191406;-102.87295532226562
414000431;-51.911731719970703;-101.97025299072266
420000430;-45.192733764648438;-79.168876647949219
426000429;-51.826519012451172;-91.967544555664063
432000428;-54.841930389404297;-101.02619171142578
438000427;-67.890846252441406;-99.0477294921875
444000426;-70.972328186035156;-110.21803283691406
450000425;-71.4110107421875;-97.570640563964844
456000424;-57.240325927734375;-101.66323852539062
462000423;-55.476612091064453;-85.851219177246094
468000422;-56.668266296386719;-91.200103759765625
474000421;-70.214996337890625;-101.32178497314453
480000420;-68.944122314453125;-114.54646301269531
486000419;-68.026527404785156;-110.16605377197266
492000418;-69.818367004394531;-96.499320983886719
498000417;-66.226295471191406;-94.439079284667969
504000416;-68.983619689941406;-94.605720520019531
510000415;-68.526206970214844;-107.15419769287109
516000414;-43.032012939453125;-95.45159912109375
522000413;-41.616443634033203;-72.450485229492187
528000412;-58.847820281982422;-92.587478637695312
534000411;-71.019355773925781;-98.096359252929688
540000410;-69.545097351074219;-95.406333923339844
546000409;-70.822761535644531;-106.14688110351562
552000408;-64.612266540527344;-98.790748596191406
558000407;-66.776039123535156;-95.682914733886719
564000406;-68.047554016113281;-118.97519683837891
570000405;-43.782444000244141;-89.613632202148437
576000404;-39.156681060791016;-64.024803161621094
582000403;-45.033088684082031;-100.10557556152344
588000402;-71.341720581054687;-111.79200744628906
594000401;-71.715583801269531;-96.261138916015625
600000400;-72.205879211425781;-96.229843139648437
606000399;-71.092239379882812;-108.19654083251953
612000398;-70.890815734863281;-101.76465606689453
618000397;-72.715927124023438;-108.38199615478516
624000396;-66.325645446777344;-98.851249694824219
630000395;-71.286628723144531;-105.57258605957031
636000394;-69.934791564941406;-95.797950744628906
642000393;-70.420555114746094;-101.12692260742187
648000392;-71.498138427734375;-90.892417907714844
654000391;-71.815834045410156;-105.04352569580078
660000390;-71.546157836914063;-104.70018768310547
666000389;-69.006637573242187;-95.943138122558594
672000388;-72.038345336914063;-103.54573822021484
678000387;-71.902397155761719;-99.98834228515625
684000386;-64.113433837890625;-99.306892395019531
690000385;-65.007461547851563;-95.793731689453125
696000384;-68.944099426269531;-102.92424774169922
702000383;-70.873260498046875;-99.714447021484375
708000382;-70.399429321289063;-114.46043395996094
714000381;-72.216545104980469;-115.10150146484375
720000380;-59.671710968017578;-97.770233154296875
726000379;-49.777587890625;-81.289749145507813
732000378;-49.620597839355469;-85.816604614257813
738000377;-71.669517517089844;-104.32016754150391
744000376;-69.887168884277344;-97.503852844238281
750000375;-71.235000610351562;-95.966178894042969
756000374;-70.825248718261719;-107.67185974121094
762000373;-67.358810424804687;-105.97042846679687
768000372;-63.708126068115234;-89.914817810058594
774000371;-67.775520324707031;-99.725975036621094
780000370;-71.366661071777344;-105.5625
786000369;-69.745254516601563;-103.47266387939453
792000368;-66.787979125976563;-97.094932556152344
798000367;-65.740455627441406;-111.27208709716797
804000366;-63.708621978759766;-94.789588928222656
810000365;-67.074089050292969;-90.261428833007813
816000364;-67.217338562011719;-92.261909484863281
822000363;-67.650688171386719;-101.61367034912109
828000362;-72.160606384277344;-97.9013671875
834000361;-71.270553588867188;-102.58379364013672
840000360;-72.085411071777344;-103.46270751953125
846000359;-69.271629333496094;-94.087913513183594
852000358;-70.938934326171875;-100.45037841796875
858000357;-72.308197021484375;-118.64411163330078
864000356;-70.81158447265625;-105.37735748291016
870000355;-66.256584167480469;-97.178787231445313
876000354;-66.435501098632813;-93.826881408691406
882000353;-69.822280883789063;-106.06771850585937
888000352;-69.849838256835938;-107.9251708984375
894000351;-71.522064208984375;-100.73583984375
900000350;-71.708976745605469;-104.41565704345703
906000349;-69.890007019042969;-110.18077850341797
912000348;-72.141654968261719;-104.92642211914062
918000347;-72.323226928710938;-93.727775573730469
924000346;-64.200904846191406;-93.9107666015625
930000345;-64.958816528320312;-99.679817199707031
936000344;-33.398349761962891;-76.7789306640625
942000343;-31.861106872558594;-85.058952331542969
