Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.8470591306686401;-53.9906005859375
6000499;-51.799430847167969;-91.547859191894531
12000498;-66.959953308105469;-94.673843383789063
18000497;-54.69171142578125;-94.720588684082031
24000496;-43.332851409912109;-95.760490417480469
30000495;-66.260581970214844;-91.02423095703125
36000494;-64.437934875488281;-92.246269226074219
42000493;-59.81964111328125;-96.852577209472656
48000492;-61.724754333496094;-90.106109619140625
54000491;-68.038543701171875;-112.34136962890625
60000490;-69.972312927246094;-93.845664978027344
66000489;-68.801628112792969;-92.777587890625
72000488;-67.748306274414063;-100.74173736572266
78000487;-63.127777099609375;-98.387252807617188
84000486;-47.353282928466797;-98.431877136230469
90000485;-41.721897125244141;-72.143165588378906
96000484;-32.825889587402344;-68.8748779296875
102000483;-35.550559997558594;-67.503150939941406
108000482;-46.19390869140625;-95.80047607421875
114000481;-69.871711730957031;-98.78997802734375
120000480;-70.990188598632812;-99.742790222167969
126000479;-70.283050537109375;-103.65335845947266
132000478;-57.398574829101563;-105.37025451660156
138000477;-65.569686889648438;-110.30789184570312
144000476;-63.074863433837891;-98.409774780273437
150000475;-68.143302917480469;-110.94383239746094
156000474;-67.947296142578125;-100.983642578125
162000473;-52.643966674804688;-98.960548400878906
168000472;-60.978878021240234;-87.633590698242188
174000471;-65.930801391601563;-94.808853149414063
180000470;-42.266510009765625;-68.117088317871094
186000469;-41.004386901855469;-68.948051452636719
192000468;-39.209144592285156;-69.101547241210937
198000467;-60.500404357910156;-109.37450408935547
204000466;-70.112648010253906;-98.490982055664063
210000465;-62.851123809814453;-112.89200592041016
216000464;-68.837440490722656;-107.62764739990234
222000463;-67.110183715820312;-100.88436126708984
228000462;-66.815834045410156;-97.854804992675781
234000461;-69.481620788574219;-97.828987121582031
240000460;-67.176666259765625;-98.605857849121094
246000459;-63.937248229980469;-98.788497924804688
252000458;-68.5576171875;-104.44053649902344
258000457;-70.721817016601563;-106.05743408203125
264000456;-71.391632080078125;-114.33358764648437
270000455;-65.547149658203125;-94.855438232421875
276000454;-70.45068359375;-99.204673767089844
282000453;-68.972480773925781;-105.92591857910156
288000452;-66.089195251464844;-109.68308258056641
294000451;-66.497947692871094;-103.98253631591797
300000450;-66.310012817382813;-101.57749938964844
306000449;-65.052627563476562;-100.82570648193359
312000448;-69.554443359375;-105.62892150878906
318000447;-72.035385131835938;-96.495819091796875
324000446;-69.07232666015625;-100.03150177001953
330000445;-69.140373229980469;-100.56802368164062
336000444;-70.440315246582031;-100.86622619628906
342000443;-70.715599060058594;-108.20389556884766
348000442;-69.320632934570313;-105.08368682861328
354000441;-67.501960754394531;-102.95463562011719
360000440;-54.714790344238281;-90.435897827148438
366000439;-52.273357391357422;-79.748985290527344
372000438;-63.856876373291016;-92.64910888671875
378000437;-69.306510925292969;-95.017189025878906
384000436;-52.273063659667969;-106.65232086181641
390000435;-50.110671997070313;-89.579475402832031
396000434;-68.474029541015625;-101.51766967773437
402000433;-71.863685607910156;-104.43099212646484
408000432;-69.312179565429688;-105.22374725341797
414000431;-49.817737579345703;-99.662666320800781
420000430;-44.334918975830078;-81.435531616210937
426000429;-55.266681671142578;-81.92584228515625
432000428;-57.784976959228516;-95.32415771484375
438000427;-67.244140625;-111.48360443115234
444000426;-68.951362609863281;-108.57960510253906
450000425;-70.679435729980469;-98.297119140625
456000424;-51.321983337402344;-96.977127075195313
462000423;-50.450126647949219;-91.607627868652344
468000422;-57.636173248291016;-91.813331604003906
474000421;-69.662139892578125;-98.632278442382813
480000420;-69.62567138671875;-102.45585632324219
486000419;-68.498222351074219;-101.94808197021484
492000418;-70.180206298828125;-98.175300598144531
498000417;-66.714691162109375;-93.959381103515625
504000416;-68.532356262207031;-96.610572814941406
510000415;-69.528770446777344;-105.43766784667969
516000414;-40.107147216796875;-83.53448486328125
522000413;-40.281108856201172;-66.582939147949219
528000412;-51.314544677734375;-100.65543365478516
534000411;-70.740776062011719;-101.649169921875
540000410;-68.898399353027344;-96.491249084472656
546000409;-66.66497802734375;-96.039207458496094
552000408;-70.4600830078125;-96.644813537597656
558000407;-69.053199768066406;-98.328155517578125
564000406;-70.857345581054687;-96.084556579589844
570000405;-47.559757232666016;-86.955116271972656
576000404;-39.344284057617188;-71.753242492675781
582000403;-42.133556365966797;-89.640876770019531
588000402;-71.798912048339844;-108.17091369628906
594000401;-72.145301818847656;-105.90659332275391
600000400;-70.861961364746094;-104.18103790283203
606000399;-71.42205810546875;-95.632827758789063
612000398;-71.459396362304687;-99.008697509765625
618000397;-71.581047058105469;-103.27556610107422
624000396;-69.002815246582031;-99.843498229980469
630000395;-70.02081298828125;-97.36767578125
636000394;-71.511711120605469;-104.00498199462891
642000393;-70.310157775878906;-96.033889770507813
648000392;-71.01617431640625;-100.19660949707031
654000391;-70.625144958496094;-101.61988830566406
660000390;-71.534416198730469;-95.469680786132812
666000389;-70.567756652832031;-108.60308074951172
672000388;-70.966850280761719;-118.13949584960937
678000387;-72.186393737792969;-97.930885314941406
684000386;-64.186477661132813;-97.3330078125
690000385;-64.718833923339844;-93.563224792480469
696000384;-70.556755065917969;-95.285072326660156
702000383;-70.049102783203125;-112.39834594726562
708000382;-70.681587219238281;-111.18280792236328
714000381;-71.2003173828125;-104.35667419433594
720000380;-64.689163208007812;-98.453880310058594
726000379;-49.004497528076172;-81.14605712890625
732000378;-50.29595947265625;-95.486091613769531
738000377;-69.782272338867187;-96.741500854492187
744000376;-72.103927612304688;-105.99749755859375
750000375;-71.173637390136719;-107.14244079589844
756000374;-70.4053955078125;-103.90252685546875
762000373;-65.468971252441406;-104.28982543945312
768000372;-63.383808135986328;-91.972953796386719
774000371;-68.627433776855469;-97.52325439453125
780000370;-72.23858642578125;-98.227020263671875
786000369;-69.143959045410156;-93.283164978027344
792000368;-66.198577880859375;-88.74676513671875
798000367;-55.037666320800781;-90.044677734375
804000366;-60.395263671875;-90.452674865722656
810000365;-56.943874359130859;-85.486946105957031
816000364;-58.563957214355469;-94.048637390136719
822000363;-71.162445068359375;-95.878776550292969
828000362;-69.116264343261719;-103.40587615966797
834000361;-71.351753234863281;-101.11996459960937
840000360;-69.045188903808594;-106.66249084472656
846000359;-69.993385314941406;-101.68418884277344
852000358;-71.571357727050781;-104.17764282226562
858000357;-71.377311706542969;-107.15457916259766
864000356;-69.808265686035156;-98.22515869140625
870000355;-66.477806091308594;-96.648117065429688
876000354;-66.600868225097656;-101.71068572998047
882000353;-67.685867309570313;-108.53960418701172
888000352;-71.61785888671875;-107.00003814697266
894000351;-71.482101440429687;-97.902366638183594
900000350;-69.760208129882813;-102.43659210205078
906000349;-72.560317993164062;-101.54651641845703
912000348;-71.134147644042969;-97.37261962890625
918000347;-69.906806945800781;-104.02066040039062
924000346;-65.650840759277344;-98.463310241699219
930000345;-61.132598876953125;-114.27252197265625
936000344;-30.265533447265625;-82.975296020507812
942000343;-32.119407653808594;-85.094451904296875
