Type;ZVL-3;
Version;3.31;
Date;28.Jan 18;
Mode;ANALYZER;
Center Freq;1500000250.000000;Hz
Freq Offset;0.000000;Hz
Span;2999999500.000000;Hz
x-Axis;LIN;
Start;500.000000;Hz
Stop;3000000000.000000;Hz
Ref Level;-20.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;10000000.000000;Hz
SWT;0.005000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;501;
500;-1.8648018836975098;-52.928607940673828
6000499;-51.545894622802734;-92.700881958007812
12000498;-55.042579650878906;-90.576255798339844
18000497;-47.875587463378906;-102.91566467285156
24000496;-53.254940032958984;-92.409469604492188
30000495;-56.401206970214844;-98.69000244140625
36000494;-45.926597595214844;-87.57379150390625
42000493;-45.449893951416016;-99.379562377929688
48000492;-30.897287368774414;-106.52663421630859
54000491;-42.3267822265625;-93.642814636230469
60000490;-44.967864990234375;-93.735282897949219
66000489;-34.708309173583984;-89.615936279296875
72000488;-51.748733520507813;-96.99603271484375
78000487;-43.102970123291016;-89.085975646972656
84000486;-42.995258331298828;-85.004623413085937
90000485;-41.940834045410156;-88.53082275390625
96000484;-38.441501617431641;-75.476203918457031
102000483;-39.367118835449219;-66.92779541015625
108000482;-46.391708374023438;-97.605216979980469
114000481;-57.744213104248047;-91.12725830078125
120000480;-54.355255126953125;-108.07501220703125
126000479;-63.953472137451172;-99.183479309082031
132000478;-62.743888854980469;-110.22954559326172
138000477;-56.259117126464844;-102.13410949707031
144000476;-63.600681304931641;-116.25059509277344
150000475;-52.887935638427734;-96.899085998535156
156000474;-49.771350860595703;-91.120567321777344
162000473;-41.9317626953125;-100.36594390869141
168000472;-46.472404479980469;-82.000411987304688
174000471;-44.075389862060547;-85.92535400390625
180000470;-38.601406097412109;-74.15887451171875
186000469;-35.639507293701172;-69.126907348632812
192000468;-34.38421630859375;-70.420745849609375
198000467;-49.485858917236328;-88.222457885742188
204000466;-59.006195068359375;-89.180809020996094
210000465;-65.289947509765625;-103.14119720458984
216000464;-50.1212158203125;-97.125465393066406
222000463;-61.495357513427734;-94.546516418457031
228000462;-52.429237365722656;-92.685638427734375
234000461;-60.212383270263672;-95.916206359863281
240000460;-54.05670166015625;-104.66539001464844
246000459;-63.343021392822266;-93.672027587890625
252000458;-49.195625305175781;-98.860321044921875
258000457;-61.317886352539063;-98.647514343261719
264000456;-67.310897827148438;-98.415313720703125
270000455;-61.89678955078125;-99.713043212890625
276000454;-57.918933868408203;-97.589279174804688
282000453;-61.897247314453125;-95.132919311523438
288000452;-54.709335327148438;-100.82674407958984
294000451;-57.305568695068359;-92.652389526367188
300000450;-60.917671203613281;-102.00167083740234
306000449;-52.716220855712891;-104.00483703613281
312000448;-56.975845336914062;-102.82339477539062
318000447;-56.374660491943359;-97.600944519042969
324000446;-61.368328094482422;-105.27972412109375
330000445;-55.554950714111328;-90.982048034667969
336000444;-64.737564086914063;-94.281715393066406
342000443;-61.516258239746094;-102.29549407958984
348000442;-57.064277648925781;-99.700790405273438
354000441;-59.271476745605469;-103.77262115478516
360000440;-57.02587890625;-92.912406921386719
366000439;-52.379970550537109;-84.523704528808594
372000438;-58.776462554931641;-98.163787841796875
378000437;-54.942440032958984;-98.075187683105469
384000436;-54.679462432861328;-100.40610504150391
390000435;-48.912399291992188;-85.368133544921875
396000434;-57.525272369384766;-97.736541748046875
402000433;-55.325286865234375;-92.820205688476562
408000432;-55.601406097412109;-105.74568939208984
414000431;-44.631175994873047;-104.02179718017578
420000430;-36.318973541259766;-68.740699768066406
426000429;-48.830181121826172;-70.600318908691406
432000428;-55.169261932373047;-98.53314208984375
438000427;-56.205131530761719;-94.003593444824219
444000426;-62.320407867431641;-96.508865356445313
450000425;-65.874687194824219;-95.365005493164063
456000424;-54.438922882080078;-104.24859619140625
462000423;-56.475303649902344;-89.092124938964844
468000422;-64.849761962890625;-95.4901123046875
474000421;-67.060874938964844;-99.442817687988281
480000420;-60.708229064941406;-93.606307983398438
486000419;-62.310226440429687;-102.65564727783203
492000418;-65.886314392089844;-107.43035888671875
498000417;-61.349838256835938;-97.944961547851563
504000416;-61.812183380126953;-101.90884399414062
510000415;-68.124961853027344;-100.62099456787109
516000414;-42.3768310546875;-87.406204223632813
522000413;-37.944847106933594;-78.053474426269531
528000412;-51.456466674804687;-90.6669921875
534000411;-69.719940185546875;-102.07659912109375
540000410;-65.19903564453125;-94.106094360351563
546000409;-70.003562927246094;-102.02805328369141
552000408;-69.741127014160156;-102.33326721191406
558000407;-69.7763671875;-106.4852294921875
564000406;-67.446945190429687;-111.69677734375
570000405;-52.073360443115234;-99.10357666015625
576000404;-46.648876190185547;-79.089836120605469
582000403;-46.7115478515625;-90.697525024414063
588000402;-71.551834106445313;-124.35652923583984
594000401;-68.864944458007812;-95.410728454589844
600000400;-70.6822509765625;-101.01544952392578
606000399;-72.299514770507813;-94.451202392578125
612000398;-70.892219543457031;-103.4967041015625
618000397;-71.113479614257813;-98.3736572265625
624000396;-70.090438842773438;-101.87471771240234
630000395;-70.078498840332031;-101.5677490234375
636000394;-69.912841796875;-115.21108245849609
642000393;-71.875450134277344;-96.456062316894531
648000392;-73.11834716796875;-101.40252685546875
654000391;-65.207176208496094;-108.56235504150391
660000390;-68.705543518066406;-108.01763153076172
666000389;-69.585189819335938;-104.94728088378906
672000388;-68.557594299316406;-93.489349365234375
678000387;-67.4827880859375;-97.069595336914063
684000386;-66.994789123535156;-94.328048706054687
690000385;-64.292984008789063;-89.991714477539063
696000384;-68.12982177734375;-102.59886169433594
702000383;-68.761093139648437;-95.52935791015625
708000382;-71.107742309570313;-100.40386199951172
714000381;-71.698066711425781;-102.85879516601562
720000380;-64.965110778808594;-106.47988128662109
726000379;-48.923534393310547;-82.900932312011719
732000378;-50.023933410644531;-81.842483520507813
738000377;-68.932655334472656;-98.973182678222656
744000376;-71.096717834472656;-93.952980041503906
750000375;-69.048507690429687;-97.423072814941406
756000374;-70.536239624023437;-104.78141021728516
762000373;-63.025413513183594;-99.864784240722656
768000372;-64.458160400390625;-90.274604797363281
774000371;-66.616264343261719;-95.270515441894531
780000370;-70.959602355957031;-94.611152648925781
786000369;-68.324134826660156;-94.293960571289063
792000368;-65.559974670410156;-98.830673217773438
798000367;-65.686630249023437;-97.05560302734375
804000366;-64.137786865234375;-92.989280700683594
810000365;-64.705406188964844;-91.85009765625
816000364;-65.332351684570313;-94.878273010253906
822000363;-67.688026428222656;-96.660995483398438
828000362;-71.366691589355469;-100.05960083007812
834000361;-71.503692626953125;-96.794937133789063
840000360;-72.604721069335938;-103.37466430664062
846000359;-69.674827575683594;-96.313453674316406
852000358;-70.989105224609375;-99.595855712890625
858000357;-70.128005981445313;-100.66960906982422
864000356;-67.688041687011719;-103.41836547851562
870000355;-71.00579833984375;-105.66458892822266
876000354;-71.293907165527344;-94.553375244140625
882000353;-70.883514404296875;-98.912193298339844
888000352;-68.930038452148438;-97.241508483886719
894000351;-70.379493713378906;-102.38545227050781
900000350;-70.855201721191406;-99.238815307617188
906000349;-70.523651123046875;-96.690483093261719
912000348;-70.013374328613281;-95.056861877441406
918000347;-69.856781005859375;-97.067298889160156
924000346;-64.042366027832031;-96.453018188476562
930000345;-56.295524597167969;-100.75211334228516
936000344;-26.13276481628418;-83.310707092285156
